2022-08-28,11,3,138.55, 123.25, 109.55, 82.55, 105.05, 124.55, 158.55, 97.25, 105.25, 175.55, 55.25, 134.5, 122.1, 97.35, 118.05, 149.1, 157.5, 124.1, 129.55, 150.55, 98.25, 101.35, 115.5, 102.1, 147.35, 136.5, 81.25, 120.25, 183.05, 123.55, 72.55, 162.55, 104.5, 128.05, 126.5, 136.55, 203.5, 63.1, 82.1, 106.55, 68.45, 97.2, 61.1, 72.1, 126.5, 183.1, 86.1, 127.25, 216.1, 163.35
2022-08-28,11,4,138.55, 123.25, 113.55, 148.55, 109.55, 82.55, 105.05, 92.25, 64.25, 76.55, 134.55, 158.55, 97.55, 107.1, 98.55, 74.25, 160.5, 89.25, 137.1, 138.55, 114.25, 143.35, 137.5, 155.1, 68.1, 79.25, 150.25, 123.1, 85.1, 152.55, 171.35, 104.5, 115.55, 125.55, 136.55, 129.05, 133.55, 142.35, 148.55, 98.1, 131.5, 136.1, 93.35, 151.55, 161.05, 65.25, 125.35, 177.55, 87.1, 169.25
2022-08-28,11,5,138.55, 123.25, 113.55, 111.55, 89.25, 95.55, 54.25, 140.55, 146.5, 121.25, 143.55, 134.55, 137.55, 135.1, 175.1, 74.55, 122.1, 120.55, 99.55, 148.55, 117.1, 180.35, 80.55, 123.55, 131.25, 113.55, 112.25, 188.55, 63.1, 98.25, 97.25, 91.1, 110.1, 97.1, 84.25, 131.5, 122.55, 137.55, 132.5, 152.55, 147.1, 54.25, 93.55, 117.55, 87.25, 123.25, 142.5, 121.05, 113.25, 131.55
2022-08-28,11,6,138.55, 123.25, 119.55, 102.55, 113.55, 149.55, 89.25, 120.55, 109.55, 120.55, 163.55, 147.5, 158.1, 88.25, 135.55, 54.25, 129.25, 187.05, 85.25, 118.35, 82.55, 123.05, 76.1, 157.5, 103.25, 112.25, 92.55, 148.5, 143.55, 131.55, 136.55, 146.55, 86.55, 149.5, 105.55, 117.55, 155.55, 132.55, 120.1, 138.55, 152.1, 95.25, 80.55, 133.25, 131.5, 107.55, 115.25, 135.25, 124.55, 156.25
2022-08-28,11,7,138.55, 124.55, 115.55, 123.25, 155.55, 102.55, 113.55, 89.25, 132.55, 171.25, 107.25, 141.55, 148.55, 155.5, 109.55, 145.55, 92.55, 127.1, 110.25, 135.55, 123.55, 124.25, 120.55, 129.55, 121.1, 107.25, 126.55, 142.55, 136.1, 116.25, 120.1, 144.1, 130.55, 113.55, 115.55, 122.55, 96.55, 118.55, 151.35, 147.5, 120.55, 87.55, 135.5, 102.55, 97.55, 162.1, 113.25, 99.25, 135.55, 107.25
2022-08-28,11,8,138.55, 124.55, 135.55, 124.55, 146.55, 123.25, 119.55, 115.55, 134.55, 130.55, 130.55, 102.55, 113.55, 149.55, 115.1, 89.25, 102.55, 113.25, 123.55, 119.25, 120.25, 171.25, 107.25, 111.55, 141.55, 109.55, 148.55, 131.55, 171.55, 120.55, 155.5, 97.55, 109.55, 141.55, 148.55, 158.55, 133.55, 145.55, 142.55, 134.55, 143.55, 102.55, 137.55, 94.55, 138.55, 127.1, 137.55, 127.1, 125.25, 142.55
2022-08-28,11,9,138.55, 124.55, 131.55, 135.55, 124.55, 146.55, 123.25, 126.25, 119.55, 115.55, 144.55, 134.55, 162.55, 107.55, 130.55, 121.55, 131.55, 117.55, 130.55, 155.55, 102.55, 113.55, 121.55, 116.55, 149.55, 118.55, 115.1, 89.25, 135.1, 102.55, 113.25, 123.55, 116.25, 133.25, 132.55, 119.25, 126.25, 144.25, 124.55, 120.25, 171.25, 141.55, 109.55, 132.55, 111.55, 146.55, 148.55, 123.55, 128.5, 131.55
2022-08-29,8,1,146.3, 73.75, 84.65, 63.25, 81.2, 68.7, 92.25, 45.35, 94.25, 67.3, 87.9, 95.15, 86.8, 95.85, 69.0, 67.15, 112.10000000000001, 85.65, 107.94999999999999, 96.95, 49.6, 92.25, 132.05, 102.8, 87.15, 44.099999999999994, 112.35, 84.2, 83.75, 103.69999999999999, 32.6, 104.6, 99.55, 91.2, 34.2, 120.6, 48.15, 64.8, 86.15, 90.0, 86.75, 56.9, 120.45, 76.85, 66.45, 92.65, 58.6, 54.15, 82.55000000000001, 67.7
2022-08-29,8,2,146.3, 90.75, 75.3, 60.3, 73.25, 104.65, 69.3, 82.65, 78.65, 104.35, 66.2, 75.35, 72.3, 47.25, 91.3, 70.25, 120.85, 112.25, 106.15, 73.2, 76.75, 125.6, 61.25, 82.9, 70.65, 95.25, 76.7, 108.3, 108.1, 73.15, 87.75, 78.35, 129.8, 110.2, 118.45, 63.35, 95.0, 102.25, 109.25, 114.2, 70.75, 39.25, 90.8, 36.75, 91.3, 90.75, 101.8, 83.2, 117.10000000000001, 59.3
2022-08-29,8,3,146.3, 78.3, 105.25, 94.3, 132.65, 82.75, 59.3, 101.2, 72.3, 95.65, 69.3, 144.3, 91.65, 59.3, 91.35, 45.65, 69.3, 87.25, 91.2, 99.3, 90.65, 92.2, 51.25, 68.35, 58.35, 108.25, 94.75, 134.35, 93.35, 104.25, 91.75, 63.3, 83.3, 65.25, 72.3, 114.3, 99.3, 96.25, 55.65, 89.3, 106.15, 63.3, 67.75, 85.35, 89.75, 93.2, 126.7, 111.65, 105.65, 85.2
2022-08-29,8,4,146.3, 74.3, 104.3, 104.65, 112.65, 66.3, 94.75, 60.3, 51.3, 94.3, 82.3, 110.75, 89.25, 108.2, 100.3, 100.3, 84.65, 97.3, 119.3, 116.75, 62.25, 85.3, 94.25, 110.3, 63.3, 79.3, 97.3, 105.35, 135.65, 88.3, 63.3, 128.65, 84.75, 87.3, 89.35, 117.3, 116.3, 127.25, 109.2, 61.25, 113.2, 120.2, 105.65, 72.3, 54.3, 112.65, 42.3, 119.65, 135.35, 101.75
2022-08-29,8,5,146.3, 82.3, 73.3, 66.3, 64.3, 104.3, 93.65, 119.3, 122.3, 98.65, 117.25, 88.25, 117.65, 112.3, 115.75, 96.3, 101.3, 138.65, 103.3, 60.3, 134.3, 105.3, 71.3, 99.3, 90.2, 122.3, 88.2, 98.3, 138.3, 127.65, 72.3, 103.3, 89.25, 97.35, 104.65, 132.65, 108.15, 87.3, 132.65, 106.2, 65.3, 88.3, 88.3, 97.65, 80.35, 74.3, 101.3, 45.3, 118.3, 86.3
2022-08-29,8,6,146.3, 94.3, 74.3, 102.3, 81.3, 104.3, 101.3, 93.3, 114.3, 81.3, 99.65, 106.3, 90.3, 101.3, 143.65, 64.3, 119.3, 149.3, 98.65, 112.3, 69.3, 81.3, 69.3, 116.65, 75.3, 63.3, 77.3, 84.3, 98.3, 99.25, 91.25, 118.25, 78.3, 97.3, 117.75, 121.3, 126.3, 133.3, 123.3, 86.3, 127.65, 108.3, 138.2, 79.65, 116.75, 99.25, 127.3, 55.3, 72.3, 70.3
2022-08-29,8,7,146.3, 94.3, 71.3, 132.3, 74.3, 102.3, 100.3, 110.3, 90.3, 116.3, 96.3, 91.3, 93.3, 116.3, 93.3, 128.3, 84.3, 84.3, 110.3, 115.3, 87.3, 101.3, 138.3, 99.3, 82.3, 122.3, 120.3, 124.3, 78.3, 85.3, 92.3, 102.3, 106.65, 81.3, 132.3, 108.3, 150.25, 99.65, 128.65, 122.65, 117.65, 100.3, 106.3, 148.3, 86.3, 88.3, 54.3, 88.3, 105.3, 90.3
2022-08-29,8,8,146.3, 115.3, 144.3, 94.3, 71.3, 85.3, 133.3, 128.3, 83.3, 74.3, 102.3, 81.3, 105.3, 91.3, 113.3, 100.3, 91.3, 89.3, 84.3, 90.3, 121.3, 116.3, 96.3, 91.3, 85.3, 108.3, 68.3, 75.3, 139.3, 100.3, 96.3, 75.3, 100.3, 119.3, 106.3, 90.3, 137.3, 93.3, 128.3, 105.3, 118.3, 87.3, 82.3, 83.3, 110.3, 111.3, 120.3, 128.3, 107.3, 116.3
2022-08-29,8,9,146.3, 115.3, 144.3, 94.3, 71.3, 85.3, 132.3, 124.3, 133.3, 103.3, 128.3, 83.3, 133.3, 74.3, 102.3, 134.3, 81.3, 105.3, 91.3, 141.3, 87.3, 113.3, 140.3, 100.3, 82.3, 134.3, 110.3, 130.3, 92.3, 73.3, 110.3, 79.3, 114.3, 99.3, 113.3, 91.3, 131.3, 89.3, 123.3, 93.3, 84.3, 90.3, 76.3, 121.3, 116.3, 92.3, 112.3, 99.3, 83.3, 96.3
